,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,499900,5,0.15,3,1,2756,181,Park,Single-Family Home,2021,Utah,Sp Fork; Mapleton; Benjamin,Maple Ridge,Mapleton Jr,Maple Mountain,Nebo,Stories: 2,No,0,No,Und. Const.,2,"Double Pane Windows
Entry (Foyer)
Patio: Open",0.0,Yes,No,"Cul-De-Sac
Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,4,No,Fireplace Insert,,6,Patio: Open,No,Asphalt,No,"Cul-De-Sac
Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
Drip Irrigation: Auto-Full","Landscaping: Full
Mature Trees
Pines",Mountain(S),Yes,No,2756,"Ceiling Fan
Microwave",Slab,0,0,2,2756,Central Air,Yes,Yes,1,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Alarm: Fire
Bath: Master
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
Gas Log
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops",Electric Dryer Hookup,3,Floor: 1st,16,160,Yes,0,Single Family,,"Ceiling Fan
Fireplace Insert
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1272,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Asphalt
Stone
Stucco
Cement Siding",None,800,,"Biking Trails
Insurance
Maintenance
Pet Rules
Pets Permitted
Picnic Area
Playground
Snow Removal
Water",Monthly,"Insurance
Maintenance Grounds
Water",Res,,,Insert,,Accessible Doors,,,,,,
0,369900,3,0.19,2,0,2960,125,Summit Ridge,Single-Family Home,2018,Utah,Santaquin; Genola,Santaquin,Payson Jr,Payson,Nebo,Rambler/Ranch,Yes,0,No,Blt./Standing,2,"Basement Entrance
Double Pane Windows
Patio: Covered
Porch: Open
Walkout",0.0,Yes,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Mountain",0.0X0.0X0.0,0,0,0,No,Alarm System,,2,"Covered
Porch: Open",No,Asphalt,No,"Corner Lot
Curb & Gutter
Fenced: Full
Road: Paved
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Mountain",Landscaping: Part,Mountain(S),Yes,No,1480,"Ceiling Fan
Microwave
Range Hood
Water Softener Owned","Entrance
Full
Walk-Out Access",0,0,0,2960,Central Air,Yes,No,0,"Carpet
Linoleum","Forced Air
Gas: Central",True,"Alarm: Security
Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Built-In",Electric Dryer Hookup,3,Floor: 1st,8,30,Yes,0,Single Family,"Dryer
Gas Grill/Bbq
Refrigerator
Washer
Trampoline","Alarm System
Ceiling Fan
Microwave
Range
Range Hood
Water Softener: Own",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1777,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure
Secondary",Single-Family,"Asphalt
Stone
Stucco",Blinds,,,,Quarterly,,,,,,,,,,,,,
0,250000,0,0.55,0,0,,,Valley View,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Black Ridge,Frontier,Cedar Valley High School,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Septic Tank,1244,"Sewer: Septic Tank
Gas: Stubbed
Power: Stubbed",,,,,14400,,,,,Res,,,,,,,,,,,
0,365000,4,0.21,2,0,2052,178,Woods,Single-Family Home,1981,Utah,Pl Grove; Lindon; Orem,Bonneville,Orem,Timpanogos,Alpine,Rambler/Ranch,Yes,1,Yes,Blt./Standing,1,,0.0,Yes,No,"Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,1,No,"Basketball Standard
Fireplace Insert
Storage Sheds
Window Coverings
Trampoline",,2,,No,Asphalt,No,"Cul-De-Sac
Curb & Gutter
Fenced: Part
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain","Fruit Trees
Landscaping: Full
Mature Trees
Vegetable Garden",Mountain(S),Yes,No,1026,"Ceiling Fan
Dryer
Microwave
Refrigerator
Washer",Full,70,0,0,2052,"Central Air
Evaporative Cooling",Yes,Yes,1,"Carpet
Tile
Vinyl
Concrete",Forced Air,True,"Disposal
Range/Oven: Free Stdng.",Electric Dryer Hookup,2,,11,0,No,0,Single Family,"Play Gym
Swing Set","Basketball Standard
Ceiling Fan
Dryer
Fireplace Insert
Microwave
Range
Refrigerator
Storage Sheds
Washer
Window Coverings
Trampoline",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1449,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,,Other,Shades,,,,,,,,,Insert,,,,,,,,
0,499900,7,0.25,4,0,3340,150,Salem Hills,Single-Family Home,1998,Utah,Payson; Elk Rg; Salem; Wdhil,Mt Loafer,Salem Jr,Salem Hills,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Basement Entrance
Double Pane Windows
Entry (Foyer)
Walkout",0.0,Yes,No,"Fenced: Full
Road: Paved
Sprinkler: Auto-Full
Terrain Flat
View: Lake
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,Rv Parking,2,,No,Asphalt,No,"Fenced: Full
Road: Paved
Sprinkler: Auto-Full
Terrain
Flat
View: Lake
View: Mountain
View: Valley","Landscaping: Part
Mature Trees","Lake
Mountain(S)
Valley",Yes,No,1922,Refrigerator,"Daylight
Full
Walk-Out Access",95,0,0,3340,Central Air,Yes,No,0,"Carpet
Vinyl","Forced Air
Gas: Central",True,"Bath: Master
Closet: Walk-In
Dishwasher Built-In
Disposal
Kitchen: Updated
Range/Oven: Free Stdng.
Granite Countertops",Electric Dryer Hookup,3,Floor: 1st,17,0,No,0,Single Family,,Refrigerator,0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",1857,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,Stucco,Blinds,,,,,,Res,,,,,,,,,,,
0,514000,4,0.12,0,3,3639,141,Am Fork; Hlnd; Lehi; Saratog.,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Mountain Trails,Frontier,Cedar Valley High School,Alpine,Stories: 2,No,0,No,Blt./Standing,3,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Sidewalks
Terrain Flat",0.0X0.0X0.0,0,0,0,Yes,,Parking: Uncovered,3,Patio: Open,No,Asphalt,No,"Sidewalks
Terrain
Flat",,,No,No,2782,Ceiling Fan,Full,0,0,3,3639,Central Air,Yes,No,0,"Carpet
Tile
Vinyl",Gas: Central,True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Dishwasher Built-In
Disposal
Range/Oven: Built-In
Vaulted Ceilings",Electric Dryer Hookup,0,Floor: 2nd,11,0,No,0,Single Family,,Ceiling Fan,0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1600,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Stucco
Cement Siding
Metal Siding",,,,,,,,,,,,,,,,,,
0,350000,3,0.21,1,1,1536,228,Granden Park,Single-Family Home,1956,Utah,Pl Grove; Lindon; Orem,Geneva,Orem,Mountain View,Alpine,Rambler/Ranch,No,0,No,Blt./Standing,2,Deck; Covered,0.0,Yes,No,"Fenced: Part
Sprinkler: Manual-Part
View: Mountain",0.0X0.0X0.0,0,0,0,No,,,2,,No,Asphalt,No,"Fenced: Part
Sprinkler: Manual-Part
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1536,"Ceiling Fan
Refrigerator",,0,0,1,1536,Evaporative Cooling,Yes,Yes,1,,Gas: Central,True,"Disposal
Range/Oven: Free Stdng.",,3,,9,0,No,0,Single Family,"Dryer
Washer","Ceiling Fan
Refrigerator",0,0,No,"Cash
Conventional
Lease Option
Seller Finance",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1342,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,,"Aluminum
Brick","Blinds
Drapes",50,,,,,R-1,,,,,,,,,,,
0,470000,4,0.07,2,1,2909,162,Windsor At Waters Ed,Single-Family Home,2019,Utah,Pl Grove; Lindon; Orem,Vineyard,Orem,Mountain View,Alpine,Stories: 2,Yes,0,No,Blt./Standing,2,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Corner Lot
Fenced: Part
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,2,Yes,Alarm System,Parking: Uncovered,4,Patio: Open,Yes,Asphalt,No,"Corner Lot
Fenced: Part
Sprinkler: Auto-Full
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,2038,"Ceiling Fan
Microwave
Range Hood",Full,0,0,1,2909,Central Air,Yes,No,0,"Carpet
Laminate","Gas: Central
Hot Water",True,"Alarm: Security
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Vaulted Ceilings
Granite Countertops",Electric Dryer Hookup,0,,10,30,Yes,0,Single Family,"Dryer
Refrigerator
Washer
Window Coverings
Projector","Alarm System
Ceiling Fan
Microwave
Range
Range Hood",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",2244,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected",Culinary,Single-Family,"Asphalt
Stone
Stucco",Blinds,,,"Clubhouse
Pool",Monthly,,,,,,,"Accessible Hallway(S)
Ground Level",,,,,,
0,549000,3,0.19,2,1,3501,157,Wildflower,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Harvest,Vista Heights Middle School,Westlake,Alpine,Stories: 2,Yes,0,No,Blt./Standing,2,"Deck; Covered
Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Lake
View: Mountain",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Part
Terrain: Grad Slope
View: Lake
View: Mountain",Landscaping: Part,"Lake
Mountain(S)",Yes,No,2466,"Gas Grill/Bbq
Microwave
Refrigerator","Daylight
Full",0,0,1,3501,Central Air,Yes,Yes,1,"Carpet
Laminate
Tile","Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Gas Log
Great Room
Oven: Double
Oven: Wall
Range: Countertop
Vaulted Ceilings
Granite Countertops",,0,Floor: 2nd,12,40,Yes,0,Single Family,"Dryer
Washer","Gas Grill/Bbq
Microwave
Range
Refrigerator",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Available
Sewer: Public",3000,"Natural Gas Available
Electricity Available
Sewer Available
Sewer: Public
Water Available",Culinary,Single-Family,"Asphalt
Stone
Cement Siding",Blinds,,,"Pets Permitted
Playground",Monthly,,R-1,,,,,,,,,,Home Energy Score,
0,219900,0,0.73,0,0,,,Thousand Oaks,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Foothills,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Terrain: Grad Slope
View: Lake
View: Mountain
View: Valley
Wooded",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Public,1977,"Sewer: Public
Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,,,Res,,,,,,,,,,,
0,399900,4,0.03,2,1,2368,169,Canyon Breeze,Single-Family Home,2019,Utah,Sp Fork; Mapleton; Benjamin,Spanish Oaks,Diamond Fork,Maple Mountain,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,Yes,,"Covered
Parking: Uncovered",2,Patio: Open,No,Asphalt,No,"Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1718,"Microwave
Refrigerator",Full,0,0,1,2368,Central Air,Yes,No,0,"Carpet
Laminate",Forced Air,True,"Closet: Walk-In
Disposal
Range/Oven: Free Stdng.",,0,Floor: 2nd,11,60,Yes,0,Single Family,,"Microwave
Range
Refrigerator",0,0,No,"Cash
Conventional
Fha",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1905,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite
Stone
Stucco",Blinds,1350,,"Picnic Area
Playground",Monthly,,,,,,,,,,,,,
0,399900,4,0.03,2,1,2367,169,Canyon Breeze,Single-Family Home,2019,Utah,Sp Fork; Mapleton; Benjamin,Spanish Oaks,Diamond Fork,Maple Mountain,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
View: Mountain",0.0X0.0X0.0,0,0,0,Yes,,"Covered
Parking: Uncovered",2,Patio: Open,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain",Landscaping: Full,Mountain(S),Yes,No,1717,"Microwave
Refrigerator",Full,0,0,1,2367,Central Air,Yes,No,0,"Carpet
Laminate",Forced Air,True,"Closet: Walk-In
Disposal
Range/Oven: Built-In",,0,Floor: 2nd,11,60,Yes,0,Single Family,,"Microwave
Range
Refrigerator",0,0,No,"Cash
Conventional
Fha",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1905,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite
Stone
Stucco",Blinds,,,"Picnic Area
Playground",Monthly,,,,,,,Fully Accessible,,,,,,
0,399900,4,0.03,2,1,2367,169,Canyon Breeze,Single-Family Home,2019,Utah,Sp Fork; Mapleton; Benjamin,Spanish Oaks,Diamond Fork,Maple Mountain,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Sliding Glass Doors
Patio: Open",0.0,Yes,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
View: Mountain",0.0X0.0X0.0,0,0,0,Yes,,"Covered
Parking: Uncovered",2,Patio: Open,No,Asphalt,No,"Curb & Gutter
Road: Paved
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain","Landscaping: Full
Mature Trees",Mountain(S),Yes,No,1717,"Microwave
Refrigerator",Full,0,0,1,2367,Central Air,Yes,No,0,"Carpet
Laminate",Forced Air,True,"Closet: Walk-In
Disposal
Range/Oven: Free Stdng.",,0,Floor: 2nd,12,60,Yes,0,Single Family,,"Microwave
Range
Refrigerator",0,0,No,"Cash
Conventional
Fha",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1905,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Asphalt
Clapboard/Masonite
Stone
Stucco",Blinds,,,"Picnic Area
Playground",Monthly,,,,,,,,,,,,,
0,214000,0,0.44,0,0,,,Country View Lane,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Foothills,Salem Jr,Salem Hills,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Curb & Gutter
Fenced: Part
Sidewalks
Terrain: Grad Slope
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1532,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,780,,,,,,,,,,,,,,,,
0,525000,6,0.18,0,0,2141,245,Orem; Provo; Sundance,Multi-Family,1972,Utah,Orem; Provo; Sundance,Edgemont,Centennial,Timpview,Provo,Side By Side,No,0,No,Blt./Standing,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,2141,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,,No,0,0,0,No,Blt./Standing,Duplex,No,,1905,,,,,,,,,,,,,,,,,,,,,,
0,195000,0,0.23,0,0,,,Catalina Bay,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,,No,0,No,,0,,94.0,No,No,"Curb & Gutter
Fenced: Part
Sidewalks
View: Lake
View: Mountain",94.0X106.0X94.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,85,Yes,0,Residential,,,0,0,No,"Cash
Conventional
Exchange
Usda Rural Development",No,0,0,0,No,Blt./Standing,Residential,No,,1000,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,Monthly,,R1,,,,,,,,,,,
0,195000,0,0.23,0,0,,,Catalina Bay,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Sage Hills,Vista Heights Middle School,Westlake,Alpine,,No,0,No,,0,,95.3,No,No,"Fenced: Part
Sidewalks
View: Lake
View: Mountain",95.3X105.0X95.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,85,Yes,0,Residential,,,0,0,No,"Cash
Conventional
Exchange
Usda Rural Development",No,0,0,0,No,Blt./Standing,Residential,No,,1000,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,,,,Monthly,,R1,,,,,,,,,,,
0,1700000,0,217,0,0,,,Cedar Valley; Cedar Ft; Fairfld,Vacant Land / Lots,,Utah,Cedar Valley; Cedar Ft; Fairfld,Goshen,Payson Jr,Goshen,Nebo,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Agricultural",,,0,0,No,,No,0,0,0,No,Blt./Standing,Residential,No,,520,,,Single-Family,,,,,,,,Res,,,,,,,,,,,
0,766240,3,0.23,2,1,4302,178,Deerfield,Single-Family Home,2021,Utah,Orem; Provo; Sundance,Edgemont,Centennial,Timpview,Provo,Rambler/Ranch,Yes,0,No,Und. Const.,3,"Porch: Open
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved
Terrain Flat",0.0X0.0X0.0,0,0,0,No,,,3,Porch: Open,No,Asphalt,No,"Curb & Gutter
Road: Paved
Terrain
Flat",,,No,No,2152,,Full,0,0,1,4302,Central Air,Yes,Yes,1,"Carpet
Hardwood
Tile","Forced Air
Gas: Central",True,"Alarm: Security
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
Oven: Double
Range: Countertop
Range: Gas
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,13,0,No,0,Single Family,,,0,0,No,"Cash
Conventional
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Public,3800,"Natural Gas Available
Electricity Available
Sewer: Public
Water Available",Culinary,Single-Family,"Asphalt
Stone
Stucco
Cement Siding",None,,,,,,,,,,,,,,,,,
0,2400000,8,0.92,5,1,8050,298,Mcniel Subdivision,Single-Family Home,2015,Utah,Alpine,Alpine,Timberline,Lone Peak,Alpine,Rambler/Ranch,Yes,0,No,Blt./Standing,8,"Balcony
Basement Entrance
Deck; Covered
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered
Porch: Open
Sliding Glass Doors
Walkout",0.0,Yes,No,"Curb & Gutter
Fenced: Part
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full
Terrain Flat
Terrain: Grad Slope
View: Mountain
Wooded
Drip Irrigation: Auto-Part
View: Water",0.0X0.0X0.0,0,0,0,Yes,"Alarm System
Storage Sheds
Window Coverings","Parking: Uncovered
Rv Parking",8,"Covered
Porch: Open",No,Asphalt,No,"Curb & Gutter
Fenced: Part
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain
Flat
Terrain: Grad Slope
View: Mountain
Wooded
Drip Irrigation: Auto-Part
View: Water","Landscaping: Full
Mature Trees
Pines
Scrub Oak
Stream
Terraced Yard
Vegetable Garden",Mountain(S),Yes,No,3850,"Range Hood
Refrigerator
Water Softener Owned","Daylight
Entrance
Full
Walk-Out Access",95,0,3,8050,Central Air,Yes,Yes,5,"Carpet
Hardwood
Marble
Tile
Concrete","Forced Air
Gas: Central
>= 95% Efficiency",True,"Accessory Apt
Alarm: Security
Bath: Master
Bath: Sep. Tub/Shower
Central Vacuum
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
Gas Log
Great Room
Kitchen: Second
Oven: Double
Oven: Wall
Range: Countertop
Range: Gas
Vaulted Ceilings
Instantaneous Hot Water
Granite Countertops
Theater Room","Electric Dryer Hookup
Gas Dryer Hookup",2,Floor: 1st,35,0,No,0,Single Family,Hot Tub,"Alarm System
Range
Range Hood
Refrigerator
Storage Sheds
Water Softener: Own
Window Coverings",0,0,No,,No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,6474,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure",Single-Family,"Brick
Stone
Stucco","Blinds
Part",750,,,,,,,,,,"Accessible Hallway(S)
Single Level Living",38,,,,,
0,500000,5,0.17,3,0,2787,179,Leorah Springs,Single-Family Home,2021,Utah,Provo; Mamth; Springville,Meadow Brook,Springville Jr,Springville,Nebo,Stories: 2,Yes,0,No,Blt./Standing,2,"Double Pane Windows
Patio: Covered",0.0,Yes,No,View: Mountain,0.0X0.0X0.0,0,0,0,No,,,2,Covered,No,,No,View: Mountain,,Mountain(S),Yes,No,2787,"Microwave
Range Hood
Refrigerator",None,0,0,0,2787,Central Air,Yes,No,0,"Carpet
Tile
Vinyl",Forced Air,True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
Kitchen: Updated
Range: Gas
Granite Countertops",,1,Floor: 2nd,12,0,No,0,Single Family,,"Microwave
Range
Range Hood
Refrigerator",0,0,No,"Cash
Conventional
Fha
Va Loan",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",,Single-Family,"Stone
Stucco",None,900,,,,,,,,,,,,,,,,
0,2200000,0,3.49,0,0,,,Sundance Recreationa,Vacant Land / Lots,,Utah,Orem; Provo; Sundance,Foothill,Canyon View,Orem,Alpine,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Secluded
View: Mountain",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,1,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,12423,,,Single-Family,,,,,,Annually,,Res,,,,,,,,,,,
0,1719000,4,0.67,3,1,6000,287,Hidden Oaks,Single-Family Home,2002,Utah,Am Fork; Hlnd; Lehi; Saratog.,Highland,Mt Ridge,Lone Peak,Alpine,Rambler/Ranch,Yes,0,No,Blt./Standing,3,"Basement Entrance
Bay Box Windows
Double Pane Windows
Entry (Foyer)
Out Buildings
Patio: Covered
Porch: Open
Walkout",0.0,Yes,No,"Cul-De-Sac
Fenced: Part
Road: Paved
Secluded
Sprinkler: Auto-Full
Terrain Flat
Wooded",0.0X0.0X0.0,0,0,0,No,"Storage Sheds
Window Coverings
Projector",,3,"Covered
Porch: Open",No,Asphalt,No,"Cul-De-Sac
Fenced: Part
Road: Paved
Secluded Yard
Sprinkler: Auto-Full
Terrain
Flat
Wooded","Fruit Trees
Landscaping: Full
Mature Trees
Pines
Terraced Yard",,No,No,3000,"Microwave
Range Hood
Water Softener Owned","Daylight
Entrance
Full
Walk-Out Access",100,0,2,6000,Central Air,Yes,Yes,2,"Carpet
Hardwood
Tile
Travertine","Forced Air
Gas: Central",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
French Doors
Gas Log
Great Room
Jetted Tub
Oven: Double
Range: Countertop
Range: Gas
Vaulted Ceilings
Theater Room","Electric Dryer Hookup
Gas Dryer Hookup",1,Floor: 1st,19,150,Yes,0,Single Family,Refrigerator,"Microwave
Range
Range Hood
Storage Sheds
Water Softener: Own
Window Coverings
Projector",0,0,No,,No,0,0,0,No,Blt./Standing,Single Family Residence,No,"Sewer: Connected
Sewer: Public",5453,"Natural Gas Connected
Electricity Connected
Sewer Connected
Sewer: Public
Water Connected","Culinary
Irrigation: Pressure",Single-Family,Stone,"Blinds
Plantation Shutters",10430,,"Biking Trails
Hiking Trails
Pets Permitted
Picnic Area
Playground
Tennis Court(S)
Trash",Monthly,Trash,,,,,French Doors,,,,,,,
